drug_name,dosage_name,is_specialty
Diclofenac-Misoprostol,Diclofenac-Misoprostol TAB 75-0.2MG,False
Diclofenac-Misoprostol,Diclofenac-Misoprostol TAB 50-0.2MG,False
Dicloxacillin Sodium,Dicloxacillin Sodium CAP 250MG,False
Dicloxacillin Sodium,Dicloxacillin Sodium CAP 500MG,False
Dicyclomine HCL,Dicyclomine HCL CAP 10MG,False
Dicyclomine HCL,Dicyclomine HCL TAB 20MG,False
Dicyclomine HCL,Dicyclomine HCL SOLN 10MG/5ML,False
Dicyclomine HCL,Dicyclomine HCL SOLN 10MG/ML,False
Dicyclomine HCL,Dicyclomine HCL TAB 40MG,False
Diethylpropion HCL,Diethylpropion HCL TAB 25MG,False
Differin,Differin CREAM 0.1%,False
Diflorasone Diacetate,Diflorasone Diacetate CREAM 0.05%,False
Diflorasone Diacetate,Diflorasone Diacetate OINT 0.05%,False
Diflucan,Diflucan TAB 200MG,False
Diflucan,Diflucan TAB 150MG,False
Diflucan,Diflucan TAB 100MG,False
Diflucan,Diflucan SUSP 40MG/ML,False
Diflucan,Diflucan SUSP 10MG/ML,False
Diflunisal,Diflunisal TAB 500MG,False
Difluprednate,Difluprednate EMUL 0.05%,False
Digoxin,Digoxin TAB 125MCG,False
Digoxin,Digoxin TAB 250MCG,False
Digoxin,Digoxin TAB 62.5MCG,False
Digoxin,Digoxin SOLN 0.25MG/ML,False
Digoxin,Digoxin SOLN 0.05MG/ML,False
Dihydroergotamine Mesylate,Dihydroergotamine Mesylate SOLN 4MG/ML,False
Dilantin,Dilantin CAP 100MG,False
Dilantin,Dilantin CAP 30MG,False
Dilantin,Dilantin SUSP 125MG/5ML,False
Dilantin Infatabs,Dilantin Infatabs TAB 50MG,False
Dilaudid,Dilaudid TAB 4MG,False
Dilaudid,Dilaudid TAB 8MG,False
Dilt-XR,Dilt-XR CAP 120MG,False
Dilt-XR,Dilt-XR CAP 180MG,False
Dilt-XR,Dilt-XR CAP 240MG,False
Diltiazem HCL,Diltiazem HCL ER CAP 120MG/24HR,False
Diltiazem HCL,Diltiazem HCL TAB 30MG,False
Diltiazem HCL,Diltiazem HCL ER CAP 180MG/24HR,False
Diltiazem HCL,Diltiazem HCL ER CAP 120MG/12HR,False
Diltiazem HCL,Diltiazem HCL ER CAP 360MG/24HR,False
Diltiazem HCL,Diltiazem HCL ER CAP 90MG/12HR,False
Diltiazem HCL,Diltiazem HCL ER TAB 180MG/24HR,False
Diltiazem HCL,Diltiazem HCL TAB 60MG,False
Diltiazem HCL,Diltiazem HCL ER CAP 300MG/24HR,False
Diltiazem HCL,Diltiazem HCL TAB 90MG,False
Diltiazem HCL,Diltiazem HCL TAB 120MG,False
Diltiazem HCL,Diltiazem HCL ER TAB 120MG/24HR,False
Diltiazem HCL,Diltiazem HCL ER TAB 240MG/24HR,False
Diltiazem HCL,Diltiazem HCL ER CAP 240MG/24HR,False
Diltiazem HCL,Diltiazem HCL ER TAB 360MG/24HR,False
Diltiazem HCL,Diltiazem HCL ER CAP 60MG/12HR,False
Diltiazem HCL,Diltiazem HCL ER TAB 300MG/24HR,False
Diltiazem HCL,Diltiazem HCL ER TAB 420MG/24HR,False
Diltiazem HCL,Diltiazem HCL SOLN 100MG,False
Diltiazem HCL,Diltiazem HCL ER CAP 420MG/24HR,False
Diltiazem HCL,Diltiazem HCL SOLN 50MG/10ML,False
Diltiazem HCL,Diltiazem HCL SOLN 25MG/5ML,False
Diovan,Diovan TAB 160MG,False
Diovan,Diovan TAB 80MG,False
Diovan,Diovan TAB 320MG,False
Diovan,Diovan TAB 40MG,False
Diovan HCT,Diovan HCT TAB 80-12.5MG,False
Diovan HCT,Diovan HCT TAB 160-12.5MG,False
Diovan HCT,Diovan HCT TAB 320-12.5MG,False
Dipentum,Dipentum CAP 250MG,False
Diphenhydramine HCL,Diphenhydramine HCL SOLN 50MG/ML,False
Diphenhydramine HCL,Diphenhydramine HCL LIQD 12.5MG/5ML,False
Diphenoxylate-Atropine,Diphenoxylate-Atropine TAB 2.5-0.025MG,False
Diphenoxylate-Atropine,Diphenoxylate-Atropine LIQD 2.5-0.025MG/5ML,False
Diprolene,Diprolene LOTN 0.05%,False
Dipyridamole,Dipyridamole TAB 75MG,False
Dipyridamole,Dipyridamole TAB 25MG,False
Dipyridamole,Dipyridamole TAB 50MG,False
Disopyramide Phosphate,Disopyramide Phosphate CAP 100MG,False
Disulfiram,Disulfiram TAB 250MG,False
Ditropan XL,Ditropan XL TAB 5MG,False
Ditropan XL,Ditropan XL TAB 10MG,False
Ditropan XL,Ditropan XL TAB 15MG,False
Divalproex Sodium,Divalproex Sodium DR TAB 500MG,False
Divalproex Sodium,Divalproex Sodium ER TAB 500MG,False
Divalproex Sodium,Divalproex Sodium DR TAB 250MG,False
Divalproex Sodium,Divalproex Sodium ER TAB 250MG,False
Divalproex Sodium,Divalproex Sodium DR TAB 125MG,False
Divalproex Sodium,Divalproex Sodium DR CAP 125MG,False
Divigel,Divigel GEL 0.75MG/0.75GM,False
Docetaxel,Docetaxel SOLN 80MG/8ML,False
Dodex,Dodex SOLN 1000MCG/ML,False
Dofetilide,Dofetilide CAP 125MCG,False
Dofetilide,Dofetilide CAP 500MCG,False
Dofetilide,Dofetilide CAP 250MCG,False
Dolobid,Dolobid TAB 250MG,False
Dolophine,Dolophine TAB 5MG,False
Donepezil HCL,Donepezil HCL TAB 5MG,False
Donepezil HCL,Donepezil HCL TAB 10MG ODT,False
Donepezil HCL,Donepezil HCL TAB 10MG,False
Donepezil HCL,Donepezil HCL TAB 5MG ODT,False
Donepezil HCL,Donepezil HCL TAB 23MG,False
Dorzolamide HCL,Dorzolamide HCL SOLN 2%,False
Dorzolamide HCL-Timolol Mal,Dorzolamide HCL-Timolol Mal SOLN 2-0.5%,False
Dorzolamide HCL-Timolol Mal PF,Dorzolamide HCL-Timolol Mal PF SOLN 2-0.5%,False
Dotti,Dotti PTCH 0.025MG/24HR,False
Dotti,Dotti PTCH 0.05MG/24HR,False
Dotti,Dotti PTCH 0.075MG/24HR,False
Doxazosin Mesylate,Doxazosin Mesylate TAB 8MG,False
Doxazosin Mesylate,Doxazosin Mesylate TAB 4MG,False
Doxazosin Mesylate,Doxazosin Mesylate TAB 2MG,False
Doxazosin Mesylate,Doxazosin Mesylate TAB 1MG,False
Doxepin HCL,Doxepin HCL CAP 10MG,False
Doxepin HCL,Doxepin HCL CAP 150MG,False
Doxepin HCL,Doxepin HCL CAP 25MG,False
Doxepin HCL,Doxepin HCL CREAM 5%,False
Doxepin HCL,Doxepin HCL CAP 100MG,False
Doxepin HCL,Doxepin HCL CAP 50MG,False
Doxepin HCL,Doxepin HCL TAB 3MG,False
Doxepin HCL,Doxepin HCL TAB 6MG,False
Doxepin HCL,Doxepin HCL CAP 75MG,False
Doxepin HCL,Doxepin HCL CONC 10MG/ML,False
Doxercalciferol,Doxercalciferol CAP 1MCG,False
Doxercalciferol,Doxercalciferol CAP 2.5MCG,False
Doxycycline,Doxycycline CAP 40MG,False
Doxycycline Hyclate,Doxycycline Hyclate TAB 100MG,False
Doxycycline Hyclate,Doxycycline Hyclate CAP 100MG,False
Doxycycline Hyclate,Doxycycline Hyclate DR TAB 100MG,False
Doxycycline Hyclate,Doxycycline Hyclate CAP 50MG,False
Doxycycline Hyclate,Doxycycline Hyclate TAB 50MG,False
Doxycycline Hyclate,Doxycycline Hyclate SOLN 100MG,False
Doxycycline Hyclate,Doxycycline Hyclate TAB 20MG,False
Doxycycline Hyclate,Doxycycline Hyclate TAB 150MG,False
Doxycycline Hyclate,Doxycycline Hyclate DR TAB 50MG,False
Doxycycline Hyclate,Doxycycline Hyclate DR TAB 200MG,False
Doxycycline Hyclate,Doxycycline Hyclate TAB 75MG,False
Doxycycline Hyclate,Doxycycline Hyclate DR TAB 150MG,False
Doxycycline Hyclate,Doxycycline Hyclate TAB 80MG,False
Doxycycline Monohydrate,Doxycycline Monohydrate CAP 100MG,False
Doxycycline Monohydrate,Doxycycline Monohydrate TAB 100MG,False
Doxycycline Monohydrate,Doxycycline Monohydrate CAP 50MG,False
Doxycycline Monohydrate,Doxycycline Monohydrate TAB 50MG,False
Doxycycline Monohydrate,Doxycycline Monohydrate CAP 75MG,False
Doxycycline Monohydrate,Doxycycline Monohydrate SUSP 25MG/5ML,False
Doxycycline Monohydrate,Doxycycline Monohydrate TAB 150MG,False
Doxycycline Monohydrate,Doxycycline Monohydrate TAB 75MG,False
Doxylamine-Pyridoxine,Doxylamine-Pyridoxine TAB 10-10MG,False
Drisdol,Drisdol CAP 1.25 MG(50000 UT),False
Drizalma Sprinkle,Drizalma Sprinkle CAP 60MG,False
Drizalma Sprinkle,Drizalma Sprinkle CAP 30MG,False
Dronabinol,Dronabinol CAP 5MG,False
Dronabinol,Dronabinol CAP 10MG,False
Dronabinol,Dronabinol CAP 2.5MG,False
Drospirenone-Ethinyl Estradiol,Drospirenone-Ethinyl Estradiol TAB 3-0.02MG,False
Droxidopa,Droxidopa CAP 100MG,False
Droxidopa,Droxidopa CAP 200MG,False
Droxidopa,Droxidopa CAP 300MG,False
Duaklir Pressair,Duaklir Pressair AERO 400-12MCG,False
Duavee,Duavee TAB 0.45-20MG,False
Dulera,Dulera AERO 200-5MCG,False
Dulera,Dulera AERO 100-5MCG,False
Dulera,Dulera AERO 50-5MCG/ACT,False
Duloxetine HCL,Duloxetine HCL CAP 30MG,False
Duloxetine HCL,Duloxetine HCL CAP 60MG,False
Duloxetine HCL,Duloxetine HCL CAP 20MG,False
Duloxetine HCL,Duloxetine HCL CAP 40MG,False
Duopa,Duopa INJ 4.63-20MG/ML,False
Durezol,Durezol EMUL 0.05%,False
Dutasteride,Dutasteride CAP 0.5MG,False
Dutasteride-Tamsulosin HCL,Dutasteride-Tamsulosin HCL CAP 0.5-0.4MG,False
Dutoprol,Dutoprol TAB 50-12.5MG,False
Dyazide,Dyazide CAP 37.5-25MG,False
Dymista,Dymista SUSP 137-50MCG/ACT,False
E.E.S. 400,E.E.S. 400 TAB 400MG,False
Ebglyss,Ebglyss INJ 250MG/2ML,False
EC-Naprosyn,EC-Naprosyn TAB 500MG,False
Econazole Nitrate,Econazole Nitrate CREAM 1%,False
Edarbi,Edarbi TAB 40MG,False
Edarbi,Edarbi TAB 80MG,False
Edarbyclor,Edarbyclor TAB 40-12.5MG,False
Edarbyclor,Edarbyclor TAB 40-25MG,False
Edex,Edex KIT  40MCG,False
Edluar,Edluar SUB 10MG,False
Edurant,Edurant TAB 25MG,False
Efavirenz,Efavirenz TAB 600MG,False
Efavirenz-Emtricitab-Tenofo Df,Efavirenz-Emtricitab-Tenofo Df TAB 600-200-300MG,False
Efavirenz-Emtricitab-Tenofovir,Efavirenz-Emtricitab-Tenofovir TAB 600-200-300MG,False
Effexor XR,Effexor XR CAP 150MG,False
Effexor XR,Effexor XR CAP 37.5MG,False
Effexor XR,Effexor XR CAP 75MG,False
Effient,Effient TAB 10MG,False
Efudex,Efudex CREAM 5%,False
Egrifta Sv,Egrifta Sv SOLN 2MG,False
Elestat,Elestat SOLN 0.05%,False
Eletriptan Hydrobromide,Eletriptan Hydrobromide TAB 40MG,False
Eletriptan Hydrobromide,Eletriptan Hydrobromide TAB 20MG,False
Elidel,Elidel CREAM 1%,False
Eligard,Eligard KIT 45MG,False
Eligard,Eligard KIT 22.5MG,False
Eligard,Eligard KIT 7.5MG,False
Eligard,Eligard KIT 30MG,False
Eliquis Dvt/Pe Starter Pack,Eliquis Dvt/Pe Starter Pack TAB 5MG,False
Elmiron,Elmiron CAP 100MG,False
Eltrombopag Olamine,Eltrombopag Olamine TAB 50MG,False
Eltrombopag Olamine,Eltrombopag Olamine TAB 75MG,False
Eltrombopag Olamine,Eltrombopag Olamine PACK 25MG,False
Embeda,Embeda CAP 50-2MG,False
Emgality (300 Mg Dose),Emgality (300 Mg Dose) INJ 100MG/ML,False
Empaveli,Empaveli SOLN 1080MG/20ML,False
Emsam,Emsam PTCH 9MG/24HR,False
Emtricitabine,Emtricitabine CAP 200MG,False
Emtricitabine-Tenofovir Df,Emtricitabine-Tenofovir Df TAB 200-300MG,False
Emtricitabine-Tenofovir Df,Emtricitabine-Tenofovir Df TAB 100-150MG,False
Emtricitabine-Tenofovir Df,Emtricitabine-Tenofovir Df TAB 167-250MG,False
Emtricitabine-Tenofovir Df,Emtricitabine-Tenofovir Df TAB 133-200MG,False
Emtriva,Emtriva CAP 200MG,False
Enablex,Enablex TAB 7.5MG,False
Enablex,Enablex TAB 15MG,False
Enalapril Maleate,Enalapril Maleate TAB 20MG,False
Enalapril Maleate,Enalapril Maleate TAB 5MG,False
Enalapril Maleate,Enalapril Maleate TAB 10MG,False
Enalapril Maleate,Enalapril Maleate SOLN 1MG/ML,False
Enalapril Maleate,Enalapril Maleate TAB 2.5MG,False
Enalapril-Hydrochlorothiazide,Enalapril-Hydrochlorothiazide TAB 10-25MG,False
Enalapril-Hydrochlorothiazide,Enalapril-Hydrochlorothiazide TAB 5-12.5MG,False
Enalaprilat,Enalaprilat INJ 1.25MG/ML,False
Endocet,Endocet TAB 10-325MG,False
Endocet,Endocet TAB 5-325MG,False
Endometrin,Endometrin INST 100MG,False
Engerix-B,Engerix-B INJ 20MCG/ML,False
Enoxaparin Sodium,Enoxaparin Sodium INJ 60MG/0.6ML,False
Enoxaparin Sodium,Enoxaparin Sodium INJ 80MG/0.8ML,False
Enoxaparin Sodium,Enoxaparin Sodium INJ 40MG/0.4ML,False
Enoxaparin Sodium,Enoxaparin Sodium INJ 30MG/0.3ML,False
Enoxaparin Sodium,Enoxaparin Sodium INJ 100MG/ML,False
Enoxaparin Sodium,Enoxaparin Sodium INJ 120MG/0.8ML,False
Enoxaparin Sodium,Enoxaparin Sodium SOLN 150MG/ML,False
Enoxaparin Sodium,Enoxaparin Sodium INJ 150MG/ML,False
Enoxaparin Sodium,Enoxaparin Sodium SOLN 100MG/ML,False
Enoxaparin Sodium,Enoxaparin Sodium SOLN 30MG/0.3ML,False
Enoxaparin Sodium,Enoxaparin Sodium SOLN 120MG/0.8ML,False
Enoxaparin Sodium,Enoxaparin Sodium SOLN 80MG/0.8ML,False
Enoxaparin Sodium,Enoxaparin Sodium SOLN 40MG/0.4ML,False
Enoxaparin Sodium,Enoxaparin Sodium SOLN 60MG/0.6ML,False
Enpresse-28,Enpresse-28 TAB 50-30/75-40/125-30 MCG,False
Enskyce,Enskyce TAB 0.15-30MG-MCG,False
Enspryng,Enspryng INJ 120MG/ML,False
Enstilar,Enstilar AERO 0.005-0.064%,False
Entacapone,Entacapone TAB 200MG,False
Entecavir,Entecavir TAB 1MG,False
Entecavir,Entecavir TAB 0.5MG,False
Entresto,Entresto TAB 49-51MG,False
Entresto,Entresto TAB 24-26MG,False
Entresto,Entresto TAB 97-103MG,False
Entresto,Entresto CAP 15-16MG,False
Entresto,Entresto CAP 6-6MG,False
Entyvio,Entyvio INJ 108MG/0.68ML,False
Enulose,Enulose SOLN 10GM/15ML,False
Envarsus XR,Envarsus XR TAB 4MG,False
Envarsus XR,Envarsus XR TAB 1MG,False
Envarsus XR,Envarsus XR TAB 0.75MG,False
Epidiolex,Epidiolex SOLN 100MG/ML,False
Epinastine HCL,Epinastine HCL SOLN 0.05%,False
Epinephrine,Epinephrine SOLN AUTO-INJ 0.15MG/0.15ML,False
Epinephrine,Epinephrine SOLN AUTO-INJ 0.3MG/0.3ML,False
Epinephrine,Epinephrine SOLN AUTO-INJ 0.3MG/0.3ML,False
Epinephrine,Epinephrine SOLN AUTO-INJ 0.15MG/0.3ML,False
Epinephrine,Epinephrine INJ 1MG/ML,False
Epinephrine (Anaphylaxis),Epinephrine (Anaphylaxis) SOLN 1MG/ML,False
Epinephrine Pf,Epinephrine Pf SOLN 1MG/ML,False
Epipen 2-Pak,Epipen 2-Pak SOLN AUTO-INJ 0.3MG/0.3ML,False
Eplerenone,Eplerenone TAB 25MG,False
Eplerenone,Eplerenone TAB 50MG,False
Epogen,Epogen SOLN 20000UNIT/ML,False
Eraxis,Eraxis SOLN 50MG,False
Ergocalciferol,Ergocalciferol CAP 1.25 MG(50000 UT),False
Ergomar,Ergomar SUB 2MG,False
Ergotamine-Caffeine,Ergotamine-Caffeine TAB 1-100MG,False
Erivedge,Erivedge CAP 150MG,False
Erleada,Erleada TAB 240MG,False
Erleada,Erleada TAB 60MG,False
Erlotinib HCL,Erlotinib HCL TAB 100MG,False
Ermeza,Ermeza SOLN 150MCG/5ML,False
Ertapenem Sodium,Ertapenem Sodium SOLN 1GM,False
Erythrocin Lactobionate,Erythrocin Lactobionate SOLN 500MG,False
Erythromycin,Erythromycin OINT 5MG/GM,False
Erythromycin,Erythromycin GEL 2%,False
Erythromycin,Erythromycin SOLN 2%,False
Erythromycin,Erythromycin TAB 250MG,False
Erythromycin,Erythromycin TAB 333MG,False
Erythromycin,Erythromycin TAB 500MG,False
Erythromycin Base,Erythromycin Base TAB 500MG,False
Erythromycin Ethylsuccinate,Erythromycin Ethylsuccinate TAB 400MG,False
Escitalopram Oxalate,Escitalopram Oxalate TAB 20MG,False
Escitalopram Oxalate,Escitalopram Oxalate TAB 10MG,False
Escitalopram Oxalate,Escitalopram Oxalate TAB 5MG,False
Escitalopram Oxalate,Escitalopram Oxalate SOLN 5MG/5ML,False
Escitalopram Oxalate,Escitalopram Oxalate CAP 15MG,False
Esgic,Esgic TAB 50-325-40MG,False
Eslicarbazepine Acetate,Eslicarbazepine Acetate TAB 600MG,False
Eslicarbazepine Acetate,Eslicarbazepine Acetate TAB 800MG,False
Eslicarbazepine Acetate,Eslicarbazepine Acetate TAB 200MG,False
Esomeprazole Magnesium,Esomeprazole Magnesium CAP 40MG,False
Esomeprazole Magnesium,Esomeprazole Magnesium CAP 20MG,False
Esomeprazole Magnesium,Esomeprazole Magnesium PACK 40MG,False
Esomeprazole Magnesium,Esomeprazole Magnesium PACK 20MG,False
Esomeprazole Magnesium,Esomeprazole Magnesium PACK 10MG,False
Esomeprazole Sodium,Esomeprazole Sodium SOLN 20MG,False
Esomeprazole Strontium,Esomeprazole Strontium CAP 49.3MG,False
Estazolam,Estazolam TAB 2MG,False
Estazolam,Estazolam TAB 1MG,False
Estrace,Estrace CREAM 0.1MG/GM,False
Estrace,Estrace TAB 0.5MG,False
Estrace,Estrace TAB 2MG,False
Estrace,Estrace TAB 1MG,False
Estradiol,Estradiol CREAM 0.1MG/GM,False
Estradiol,Estradiol TAB 10MCG,False
Estradiol,Estradiol TAB 0.5MG,False
Estradiol,Estradiol (Twice Weekly) PTCH 0.025MG/24HR,False
Estradiol,Estradiol TAB 2MG,False
Estradiol,Estradiol (Weekly) PTCH 0.025MG/24HR,False
Estradiol,Estradiol TAB 1MG,False
Estradiol,Estradiol GEL 0.5MG/0.5GM,False
Estradiol,Estradiol (Twice Weekly) PTCH 0.05MG/24HR,False
Estradiol,Estradiol (Twice Weekly) PTCH 0.1MG/24HR,False
Estradiol,Estradiol GEL 0.25MG/0.25GM,False
Estradiol,Estradiol (Twice Weekly) PTCH 0.075MG/24HR,False
Estradiol,Estradiol (Weekly) PTCH 0.1MG/24HR,False
Estradiol,Estradiol (Weekly) PTCH 0.05MG/24HR,False
Estradiol,Estradiol (Twice Weekly) PTCH 0.0375MG/24HR,False
Estradiol,Estradiol (Weekly) PTCH 0.0375MG/24HR,False
Estradiol,Estradiol GEL 1MG/GM,False
Estradiol,Estradiol GEL 0.75MG/0.75GM,False
Estradiol,Estradiol GEL 0.75 MG/1.25 GM(0.06%),False
Estradiol,Estradiol (Weekly) PTCH 0.075MG/24HR,False
Estradiol,Estradiol GEL 1.25MG/1.25GM,False
Estradiol,Estradiol (Weekly) PTCH 0.06MG/24HR,False
Estradiol Valerate,Estradiol Valerate OIL 20MG/ML,False
Estradiol Valerate,Estradiol Valerate OIL 10MG/ML,False
Estradiol Valerate,Estradiol Valerate OIL 40MG/ML,False
Estradiol-Norethindrone Acet,Estradiol-Norethindrone Acet TAB 1-0.5MG,False
Estradiol-Norethindrone Acet,Estradiol-Norethindrone Acet TAB 0.5-0.1MG,False
Estring,Estring RING 7.5MCG/24HR,False
Estring,Estring RING 2MG,False
Estrogel,Estrogel GEL  0.75 MG/1.25 GM(0.06%),False
Estropipate,Estropipate TAB 0.75MG,False
Eszopiclone,Eszopiclone TAB 2MG,False
Eszopiclone,Eszopiclone TAB 3MG,False
Eszopiclone,Eszopiclone TAB 1MG,False
Ethacrynic Acid,Ethacrynic Acid TAB 25MG,False
Ethambutol HCL,Ethambutol HCL TAB 400MG,False
Ethambutol HCL,Ethambutol HCL TAB 100MG,False
Ethynodiol Diac-Eth Estradiol,Ethynodiol Diac-Eth Estradiol TAB 1-35MG-MCG,False
Etodolac,Etodolac TAB 400MG,False
Etodolac,Etodolac CAP 300MG,False
Etodolac,Etodolac TAB 500MG,False
Etodolac,Etodolac CAP 200MG,False
Etodolac,Etodolac ER TAB 400MG,False
Etodolac,Etodolac ER TAB 500MG,False
Etodolac,Etodolac ER TAB 600MG,False
Etonogestrel-Ethinyl Estradiol,Etonogestrel-Ethinyl Estradiol RING 0.12-0.015MG/24HR,False
Etravirine,Etravirine TAB 200MG,False
Eucrisa,Eucrisa OINT 2%,False
Euthyrox,Euthyrox TAB 100MCG,False
Euthyrox,Euthyrox TAB 75MCG,False
Euthyrox,Euthyrox TAB 88MCG,False
Euthyrox,Euthyrox TAB 125MCG,False
Euthyrox,Euthyrox TAB 25MCG,False
Euthyrox,Euthyrox TAB 50MCG,False
Euthyrox,Euthyrox TAB 137MCG,False
Euthyrox,Euthyrox TAB 200MCG,False
Evamist,Evamist SOLN 1.53MG/SPRAY,False
Evista,Evista TAB 60MG,False
Evotaz,Evotaz TAB 300-150MG,False
Evoxac,Evoxac CAP 30MG,False
Exalgo,Exalgo TAB 8MG,False
Exelon,Exelon PTCH 9.5MG/24HR,False
Exelon,Exelon PTCH 13.3MG/24HR,False
Exemestane,Exemestane TAB 25MG,False
Exenatide,Exenatide INJ 10MCG/0.04ML,False
Exenatide,Exenatide INJ 5MCG/0.02ML,False
Exforge,Exforge TAB 10-160MG,False
Exforge,Exforge TAB 5-320MG,False
Exforge,Exforge TAB 5-160MG,False
Exforge HCT,Exforge HCT TAB 5-160-12.5MG,False
Exforge HCT,Exforge HCT TAB 10-160-25MG,False
Eysuvis,Eysuvis INJ 0.25%,False
Ezetimibe,Ezetimibe TAB 10MG,False
Ezetimibe-Rosuvastatin,Ezetimibe-Rosuvastatin TAB 10-20MG,False
Ezetimibe-Rosuvastatin,Ezetimibe-Rosuvastatin TAB 10-5MG,False
Ezetimibe-Rosuvastatin,Ezetimibe-Rosuvastatin TAB 10-10MG,False
Ezetimibe-Simvastatin,Ezetimibe-Simvastatin TAB 10-10MG,False
Ezetimibe-Simvastatin,Ezetimibe-Simvastatin TAB 10-40MG,False
Ezetimibe-Simvastatin,Ezetimibe-Simvastatin TAB 10-20MG,False
Ezetimibe-Simvastatin,Ezetimibe-Simvastatin TAB 10-80MG,False
Fabior,Fabior AERO 0.1%,False
Falmina,Falmina TAB 0.1-20MG-MCG,False
Famciclovir,Famciclovir TAB 250MG,False
Famciclovir,Famciclovir TAB 500MG,False
Famciclovir,Famciclovir TAB 125MG,False
Famotidine,Famotidine TAB 20MG,False
Famotidine,Famotidine TAB 40MG,False
Famotidine,Famotidine SUSP 40MG/5ML,False
Famotidine,Famotidine SOLN 200MG/20ML,False
Famotidine,Famotidine SOLN 40MG/4ML,False
Famotidine,Famotidine SOLN 20MG/2ML,False
Famotidine,Famotidine SOLN 40MG/10ML,False
Famotidine (Pf),Famotidine (Pf) SOLN 20MG/2ML,False
Famotidine Premixed,Famotidine Premixed SOLN 20-0.9MG/50ML-%,False
Fanapt,Fanapt TAB 6MG,False
Fanapt,Fanapt TAB 4MG,False
Fanapt,Fanapt TAB 1MG,False
Fanapt,Fanapt TAB 12MG,False
Fanapt,Fanapt TAB 10MG,False
Farxiga,Farxiga TAB 10MG,False
Farxiga,Farxiga TAB 5MG,False
Fasenra Pen,Fasenra Pen SOLN AUTO-INJ 30MG/ML,False
Faslodex,Faslodex SOLN 250MG/5ML,False
Febuxostat,Febuxostat TAB 40MG,False
Febuxostat,Febuxostat TAB 80MG,False
Felbamate,Felbamate TAB 600MG,False
Felbamate,Felbamate TAB 400MG,False
Felbatol,Felbatol TAB 400MG,False
Felodipine,Felodipine ER TAB 5MG,False
Felodipine,Felodipine ER TAB 10MG,False
Felodipine,Felodipine ER TAB 2.5MG,False
Femara,Femara TAB 2.5MG,False
Femring,Femring RING 0.05MG/24HR,False
Femring,Femring RING 0.1MG/24HR,False
Fenofibrate,Fenofibrate TAB 145MG,False
Fenofibrate,Fenofibrate TAB 160MG,False
Fenofibrate,Fenofibrate TAB 54MG,False
Fenofibrate,Fenofibrate TAB 48MG,False
Fenofibrate,Fenofibrate TAB 120MG,False
Fenofibrate,Fenofibrate CAP 150MG,False
Fenofibrate,Fenofibrate CAP 134MG,False
Fenofibrate,Fenofibrate TAB 40MG,False
Fenofibrate,Fenofibrate CAP 50MG,False
Fenofibrate,Fenofibrate CAP 200MG,False
Fenofibrate Micronized,Fenofibrate Micronized CAP 67MG,False
Fenofibrate Micronized,Fenofibrate Micronized CAP 134MG,False
Fenofibrate Micronized,Fenofibrate CAP 200MG,False
Fenofibrate Micronized,Fenofibrate Micronized CAP 130MG,False
Fenofibrate Micronized,Fenofibrate Micronized CAP 43MG,False
Fenofibric Acid,Fenofibric Acid CAP 135MG,False
Fenofibric Acid,Fenofibric Acid CAP 45MG,False
Fenofibric Acid,Fenofibric Acid TAB 35MG,False
Fenofibric Acid,Fenofibric Acid TAB 105MG,False
Fenoprofen Calcium,Fenoprofen Calcium TAB 600MG,False
Fentanyl,Fentanyl PTCH 100MCG/HR,False
Fentanyl,Fentanyl PTCH 25MCG/HR,False
Fentanyl,Fentanyl PTCH 12MCG/HR,False
Fentanyl,Fentanyl PTCH 50MCG/HR,False
Fentanyl,Fentanyl PTCH 75MCG/HR,False
Fentanyl,Fentanyl PTCH 37.5MCG/HR,False
Fentanyl Citrate,Fentanyl Citrate LOZ 200MCG,False
Fentanyl Citrate,Fentanyl Citrate TAB 100MCG,False
Fentanyl Citrate,Fentanyl Citrate TAB 200MCG,False
Ferriprox,Ferriprox TAB 500MG,False
Ferriprox,Ferriprox TAB 1000MG,False
Ferriprox,Ferriprox SOLN 100MG/ML,False
Ferriprox Twice-A-Day,Ferriprox Twice-A-Day TAB 1000MG,False
Fesoterodine Fumarate ER,Fesoterodine Fumarate ER TAB 4MG,False
Fesoterodine Fumarate ER,Fesoterodine Fumarate ER TAB 8MG,False
Fetzima,Fetzima CAP 40MG,False
Fetzima,Fetzima CAP 80MG,False
Fetzima,Fetzima CAP 20MG,False
Fetzima,Fetzima CAP 120MG,False
Fexmid,Fexmid TAB 7.5MG,False
Fiasp,Fiasp SOLN 100UNIT/ML,False
Fiasp Penfill,Fiasp Penfill INJ 100UNIT/ML,False
Fibricor,Fibricor TAB 35MG,False
Filspari,Filspari TAB 200MG,False
Filspari,Filspari TAB 400MG,False
Finacea,Finacea GEL 15%,False
Finacea,Finacea AERO 15%,False
Finasteride,Finasteride TAB 5MG,False
Finasteride,Finasteride TAB 1MG,False
Fingolimod HCL,Fingolimod HCL CAP 0.5MG,False
Fioricet,Fioricet CAP 50-300-40MG,False
Fioricet/Codeine,Fioricet/Codeine CAP 50-300-40-30MG,False
