drug_name,dosage_name,is_specialty
Penicillamine,Penicillamine TAB 250MG,False
Penicillin G Potassium,Penicillin G Potassium SOLN 20000000UNIT,False
Penicillin G Potassium,Penicillin G Potassium SOLN 5000000UNIT,False
Penicillin G Sodium,Penicillin G Sodium SOLN 5000000UNIT,False
Penicillin V Potassium,Penicillin V Potassium TAB 500MG,False
Penicillin V Potassium,Penicillin V Potassium TAB 250MG,False
Pennsaid,Pennsaid SOLN 2%,False
Pentamidine Isethionate,Pentamidine Isethionate SOLN 300MG,False
Pentasa,Pentasa CAP 500MG,False
Pentazocine-Naloxone HCL,Pentazocine-Naloxone HCL TAB 50-0.5MG,False
Pentoxifylline,Pentoxifylline ER TAB 400MG,False
Pepcid,Pepcid TAB 20MG,False
Pepcid,Pepcid TAB 40MG,False
Pepcid,Pepcid SUSP 40MG/5ML,False
Pepcid Ac Maximum Strength,Pepcid Ac Maximum Strength TAB 20MG,False
Perampanel,Perampanel TAB 2MG,False
Perampanel,Perampanel TAB 8MG,False
Perampanel,Perampanel TAB 6MG,False
Perampanel,Perampanel TAB 12MG,False
Percocet,Percocet TAB 7.5-325MG,False
Percocet,Percocet TAB 10-325MG,False
Percocet,Percocet TAB 5-325MG,False
Percocet,Percocet TAB 2.5-325MG,False
Perforomist,Perforomist NEBU 20MCG/2ML,False
Perindopril Erbumine,Perindopril Erbumine TAB 8MG,False
Perindopril Erbumine,Perindopril Erbumine TAB 2MG,False
Perindopril Erbumine,Perindopril Erbumine TAB 4MG,False
Permethrin,Permethrin CREAM 5%,False
Perphenazine,Perphenazine TAB 8MG,False
Perphenazine,Perphenazine TAB 16MG,False
Perphenazine,Perphenazine TAB 4MG,False
Perphenazine,Perphenazine TAB 2MG,False
Perphenazine-Amitriptyline,Perphenazine-Amitriptyline TAB 2-25MG,False
Perphenazine-Amitriptyline,Perphenazine-Amitriptyline TAB 4-10MG,False
Perseris,Perseris INJ 120MG,False
Phenadoz,Phenadoz SUSP 12.5MG,False
Phenelzine Sulfate,Phenelzine Sulfate TAB 15MG,False
Phenergan,Phenergan SUSP 25MG,False
Phenergan,Phenergan SOLN 25MG/ML,False
Phenobarbital,Phenobarbital TAB 32.4MG,False
Phenobarbital,Phenobarbital TAB 30MG,False
Phenobarbital,Phenobarbital TAB 64.8MG,False
Phenobarbital,Phenobarbital TAB 97.2MG,False
Phenobarbital,Phenobarbital TAB 60MG,False
Phenobarbital,Phenobarbital TAB 100MG,False
Phenobarbital,Phenobarbital TAB 15MG,False
Phenobarbital,Phenobarbital ELIX 20MG/5ML,False
Phenobarbital,Phenobarbital TAB 16.2MG,False
Phenoxybenzamine HCL,Phenoxybenzamine HCL CAP 10MG,False
Phentermine HCL,Phentermine HCL CAP 30MG,False
Phentermine HCL,Phentermine HCL TAB 37.5MG,False
Phentermine HCL,Phentermine HCL CAP 37.5MG,False
Phentermine HCL,Phentermine HCL CAP 15MG,False
Phenylephrine HCL (Pressors),Phenylephrine HCL (Pressors) SOLN 10MG/ML,False
Phenytek,Phenytek CAP 200MG,False
Phenytek,Phenytek CAP 300MG,False
Phenytoin,Phenytoin Chewable TAB 50MG,False
Phenytoin,Phenytoin INJ 125MG/5ML,False
Phenytoin Sodium,Phenytoin Sodium SOLN 50MG/ML,False
Phenytoin Sodium Extended,Phenytoin Sodium Extended CAP 100MG,False
Phenytoin Sodium Extended,Phenytoin Sodium Extended CAP 300MG,False
Phenytoin Sodium Extended,Phenytoin Sodium Extended CAP 200MG,False
Philith,Philith TAB 0.4-35MG-MCG,False
Phospholine Iodide,Phospholine Iodide SOLN 0.125%,False
Phrenilin Forte,Phrenilin Forte CAP 50-300-40MG,False
Phytonadione,Phytonadione SOLN 1MG/0.5ML,False
Picato,Picato GEL 0.015%,False
Pifeltro,Pifeltro TAB 100MG,False
Pilocarpine HCL,Pilocarpine HCL TAB 5MG,False
Pilocarpine HCL,Pilocarpine HCL SOLN 1%,False
Pilocarpine HCL,Pilocarpine HCL SOLN 1.25%,False
Pilocarpine HCL,Pilocarpine HCL SOLN 4%,False
Pilocarpine HCL,Pilocarpine HCL TAB 7.5MG,False
Pilocarpine HCL,Pilocarpine HCL SOLN 2%,False
Pimecrolimus,Pimecrolimus CREAM 1%,False
Pimozide,Pimozide TAB 1MG,False
Pimozide,Pimozide TAB 2MG,False
Pindolol,Pindolol TAB 5MG,False
Pioglitazone HCL,Pioglitazone HCL TAB 15MG,False
Pioglitazone HCL,Pioglitazone HCL TAB 30MG,False
Pioglitazone HCL,Pioglitazone HCL TAB 45MG,False
Pioglitazone HCL-Glimepiride,Pioglitazone HCL-Glimepiride TAB 30-2MG,False
Pioglitazone HCL-Glimepiride,Pioglitazone HCL-Glimepiride TAB 30-4MG,False
Pioglitazone HCL-Metformin HCL,Pioglitazone HCL-Metformin HCL TAB 15-500MG,False
Pioglitazone HCL-Metformin HCL,Pioglitazone HCL-Metformin HCL TAB 15-850MG,False
Piroxicam,Piroxicam CAP 20MG,False
Piroxicam,Piroxicam CAP 10MG,False
Pitavastatin Calcium,Pitavastatin Calcium TAB 2MG,False
Pitavastatin Calcium,Pitavastatin Calcium TAB 4MG,False
Pitavastatin Calcium,Pitavastatin Calcium TAB 1MG,False
Plaquenil,Plaquenil TAB 200MG,False
Plavix,Plavix TAB 75MG,False
Plavix,Plavix TAB 300MG,False
Plegridy,Plegridy INJ 125MCG/0.5ML,False
Plenvu,Plenvu SOLN 140GM,False
Polymyxin B Sulfate,Polymyxin B Sulfate SOLN 500000UNIT,False
Polymyxin B-Trimethoprim,Polymyxin B-Trimethoprim SOLN 10000-0.1UNIT/ML-%,False
Polytrim,Polytrim SOLN 10000-0.1UNIT/ML-%,False
Posaconazole,Posaconazole TAB 100MG,False
Pot Cl In D5W Lact Ringers,Pot Cl In D5W Lact Ringers SOLN 20MEQ/L,False
Potassium Chloride,Potassium Chloride ER CAP 10MEQ,False
Potassium Chloride,Potassium Chloride CR TAB 10MEQ,False
Potassium Chloride,Potassium Chloride ER TAB 20MEQ,False
Potassium Chloride,Potassium Chloride ER CAP 8MEQ,False
Potassium Chloride,Potassium Chloride ER TAB 8MEQ,False
Potassium Chloride,Potassium Chloride Crys ER TAB 20MEQ,False
Potassium Chloride,Potassium Chloride SOLN 40 MEQ/15ML(20%),False
Potassium Chloride,Potassium Chloride Crys ER TAB 15MEQ,False
Potassium Chloride,Potassium Chloride PACK 20MEQ,False
Potassium Chloride,Potassium Chloride Crys ER TAB 10MEQ,False
Potassium Chloride,Potassium Chloride Er TAB 15MEQ,False
Potassium Chloride,Potassium Chloride SOLN 20MEQ/100ML,False
Potassium Chloride,Potassium Chloride SOLN 10MEQ/100ML,False
Potassium Chloride,Potassium Chloride SOLN 2MEQ/ML,False
Potassium Chloride,Potassium Chloride SOLN 20 MEQ/15ML(10%),False
Potassium Chloride,Potassium Chloride SOLN 2MEQ/ML,False
Potassium Chloride,Potassium Chloride SOLN 40MEQ/100ML,False
Potassium Chloride In Dextrose,Potassium Chloride In Dextrose SOLN 20-5MEQ/L-%,False
Potassium Chloride In Dextrose,Potassium Chloride In Dextrose SOLN 40-5MEQ/L-%,False
Potassium Chloride In Nacl,Potassium Chloride In Nacl SOLN 20-0.45MEQ/L-%,False
Potassium Citrate,Potassium Citrate ER TAB 15 MEQ(1620 MG),False
Potassium Citrate,Potassium Citrate ER TAB 10 MEQ(1080 MG),False
Potassium Citrate,Potassium Citrate ER TAB 5 MEQ(540 MG),False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride TAB 0.5MG,False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride TAB 1MG,False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride TAB 0.25MG,False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride TAB 0.75MG,False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride TAB 0.125MG,False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride TAB 1.5MG,False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride ER TAB 0.375MG,False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride ER TAB 3MG,False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride ER TAB 1.5MG,False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride ER TAB 2.25MG,False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride ER TAB 0.75MG,False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride ER TAB 4.5MG,False
Pramipexole Dihydrochloride,Pramipexole Dihydrochloride ER TAB 3.75MG,False
Pramosone,Pramosone LOTN 1-2.5%,False
Prasugrel HCL,Prasugrel HCL TAB 10MG,False
Prasugrel HCL,Prasugrel HCL TAB 5MG,False
Pravachol,Pravachol TAB 20MG,False
Pravachol,Pravachol TAB 40MG,False
Pravastatin Sodium,Pravastatin Sodium TAB 40MG,False
Pravastatin Sodium,Pravastatin Sodium TAB 20MG,False
Pravastatin Sodium,Pravastatin Sodium TAB 10MG,False
Pravastatin Sodium,Pravastatin Sodium TAB 80MG,False
Praziquantel,Praziquantel TAB 600MG,False
Prazosin HCL,Prazosin HCL CAP 2MG,False
Prazosin HCL,Prazosin HCL CAP 1MG,False
Prazosin HCL,Prazosin HCL CAP 5MG,False
Precose,Precose TAB 25MG,False
Pred Forte,Pred Forte SOLN 1%,False
Pred Mild,Pred Mild SOLN 0.12%,False
Prednisolone,Prednisolone SOLN 15MG/5ML,False
Prednisolone,Prednisolone TAB 5MG,False
Prednisolone Acetate,Prednisolone Acetate SOLN 1%,False
Prednisolone Sodium Phosphate,Prednisolone Sodium Phosphate SOLN 25MG/5ML,False
Prednisolone Sodium Phosphate,Prednisolone Sodium Phosphate SOLN 1%,False
Prednisolone Sodium Phosphate,Prednisolone Sodium Phosphate SOLN 15MG/5ML,False
Prednisolone Sodium Phosphate,Prednisolone Sodium Phosphate TAB 15MG ODT,False
Prednisolone Sodium Phosphate,Prednisolone Sodium Phosphate TAB 10MG ODT,False
Prednisolone Sodium Phosphate,Prednisolone Sodium Phosphate TAB 30MG ODT,False
Prednisolone Sodium Phosphate,Prednisolone Sodium Phosphate SOLN 20MG/5ML,False
Prednisone,Prednisone TAB 5MG,False
Prednisone,Prednisone TAB 10MG (48),False
Prednisone,Prednisone CONC 5MG/ML,False
Prednisone,Prednisone TAB 10MG,False
Prednisone,Prednisone TAB 5MG (21),False
Prednisone,Prednisone SOLN 5MG/5ML,False
Prednisone,Prednisone TAB 10MG (21),False
Prednisone,Prednisone TAB 20MG,False
Prednisone,Prednisone TAB 2.5MG,False
Prednisone,Prednisone TAB 1MG,False
Prednisone,Prednisone TAB 50MG,False
Prednisone,Prednisone TAB 5MG (48),False
Pregabalin,Pregabalin CAP 75MG,False
Pregabalin,Pregabalin CAP 200MG,False
Pregabalin,Pregabalin CAP 50MG,False
Pregabalin,Pregabalin CAP 100MG,False
Pregabalin,Pregabalin CAP 300MG,False
Pregabalin,Pregabalin CAP 150MG,False
Pregabalin,Pregabalin CAP 25MG,False
Pregabalin,Pregabalin CAP 225MG,False
Pregabalin,Pregabalin SOLN 20MG/ML,False
Pregabalin ER,Pregabalin ER TAB 330MG,False
Pregabalin ER,Pregabalin ER TAB 82.5MG,False
Pregabalin ER,Pregabalin ER TAB 165MG,False
Premarin,Premarin TAB 1.25MG,False
Premarin,Premarin TAB 0.625MG,False
Premarin,Premarin TAB 0.9MG,False
Premarin,Premarin CREAM 0.625MG/GM,False
Premarin,Premarin TAB 0.3MG,False
Premarin,Premarin TAB 0.45MG,False
Premarin,Premarin SOLN 25MG,False
Premasol,Premasol SOLN 10%,False
Premasol,Premasol SOLN 6%,False
Prempro,Prempro TAB 0.45-1.5MG,False
Prempro,Prempro TAB 0.3-1.5MG,False
Prempro,Prempro TAB 0.625-2.5MG,False
Prempro,Prempro TAB 0.625-5MG,False
Prevacid,Prevacid CAP 30MG,False
Prevacid,Prevacid CAP 15MG,False
Prevacid Solutab,Prevacid Solutab TAB 30MG,False
Prevalite,Prevalite PACK 4GM,False
Prevalite,Prevalite POWD 4GM/DOSE,False
Prevymis,Prevymis TAB 480MG,False
Prevymis,Prevymis SOLN 480MG/24ML,False
Prezista,Prezista INJ 100MG/ML,False
Prezista,Prezista TAB 800MG,False
Prezista,Prezista TAB 75MG,False
Priftin,Priftin TAB 150MG,False
Prilosec,Prilosec PACK 10MG,False
Prilosec,Prilosec PACK 2.5MG,False
Primaquine Phosphate,Primaquine Phosphate TAB 26.3 (15 Base)MG,False
Primidone,Primidone TAB 125MG,False
Primidone,Primidone TAB 50MG,False
Primidone,Primidone TAB 250MG,False
Prinivil,Prinivil TAB 10MG,False
Prinivil,Prinivil TAB 20MG,False
Pristiq,Pristiq TAB 50MG,False
Pristiq,Pristiq TAB 100MG,False
Pristiq,Pristiq TAB 25MG,False
Privigen,Privigen SOLN 20GM/200ML,False
Privigen,Privigen SOLN 5GM/50ML,False
Privigen,Privigen SOLN 40GM/400ML,False
Proair Digihaler,Proair Digihaler AERO 108 (90 Base)MCG/ACT,False
Proair HFA,Proair HFA AERO 108 (90 Base)MCG,False
Proair Respiclick,Proair Respiclick AERO 108 (90 Base)MCG,False
Probenecid,Probenecid TAB 500MG,False
Procainamide HCL,Procainamide HCL SOLN 100MG/ML,False
Procardia XL,Procardia XL TAB 30MG,False
Procardia XL,Procardia XL TAB 90MG,False
Procardia XL,Procardia XL TAB 60MG,False
Procentra,Procentra SOLN 5MG/5ML,False
Prochlorperazine,Prochlorperazine SUSP 25MG,False
Prochlorperazine Edisylate,Prochlorperazine Edisylate SOLN 10MG/2ML,False
Prochlorperazine Maleate,Prochlorperazine Maleate TAB 10MG,False
Prochlorperazine Maleate,Prochlorperazine Maleate TAB 5MG,False
Procrit,Procrit SOLN 2000UNIT/ML,False
Procrit,Procrit SOLN 40000UNIT/ML,False
Procrit,Procrit SOLN 4000UNIT/ML,False
Procrit,Procrit SOLN 20000UNIT/ML,False
Procrit,Procrit SOLN 10000UNIT/ML,False
Procto-Med HC,Procto-Med HC EX CREAM 2.5%,False
Procto-Med HC,Procto-Med HC CREAM 2.5%,False
Procto-Pak,Procto-Pak CREAM 1%,False
Proctosol HC,Proctosol HC CREAM 2.5%,False
Proctozone-HC,Proctozone-HC CREAM 2.5%,False
Progesterone,Progesterone CAP 100MG,False
Progesterone,Progesterone CAP 200MG,False
Progesterone,Progesterone OIL 50MG/ML,False
Proglycem,Proglycem INJ 50MG/ML,False
Prograf,Prograf CAP 0.5MG,False
Prograf,Prograf CAP 1MG,False
Prograf,Prograf PACK 1MG,False
Prolastin-C,Prolastin-C SOLN 1000MG/20ML,False
Prolastin-C,Prolastin-C SOLN 1000MG,False
Prolate,Prolate TAB 10-300MG,False
Prolate,Prolate TAB 7.5-300MG,False
Prolensa,Prolensa SOLN 0.07%,False
Promacta,Promacta TAB 50MG,False
Promacta,Promacta TAB 25MG,False
Promacta,Promacta TAB 12.5MG,False
Promethazine HCL,Promethazine HCL SUSP 12.5MG,False
Promethazine HCL,Promethazine HCL TAB 25MG,False
Promethazine HCL,Promethazine HCL SUSP 25MG,False
Promethazine HCL,Promethazine HCL SOLN 25MG/ML,False
Promethazine HCL,Promethazine HCL TAB 12.5MG,False
Promethazine HCL,Promethazine HCL SOLN 6.25MG/5ML,False
Promethazine HCL,Promethazine HCL TAB 50MG,False
Promethazine HCL,Promethazine HCL SYRP 6.25MG/5ML,False
Promethazine HCL,Promethazine HCL SUSP 50MG,False
Promethazine HCL,Promethazine HCL SOLN 50MG/ML,False
Promethazine VC,Promethazine Vc SYRP 6.25-5MG/5ML,False
Promethazine VC Plain,Promethazine VC Plain SOLN 6.25-5MG/5ML,False
Promethazine VC/Codeine,Promethazine VC/Codeine SYRP 6.25-5-10MG/5ML,False
Promethazine-Codeine,Promethazine-Codeine SOLN 6.25-10MG/5ML,False
Promethazine-DM,Promethazine-DM SYRP 6.25-15MG/5ML,False
Promethazine-Phenylephrine,Promethazine-Phenylephrine SYRP 6.25-5MG/5ML,False
Promethegan,Promethegan SUSP 25MG,False
Promethegan,Promethegan SUSP 12.5MG,False
Prometrium,Prometrium CAP 100MG,False
Prometrium,Prometrium CAP 200MG,False
Propafenone HCL,Propafenone HCL TAB 225MG,False
Propafenone HCL,Propafenone HCL ER CAP 225MG,False
Propafenone HCL,Propafenone HCL TAB 150MG,False
Propafenone HCL,Propafenone HCL ER CAP 425MG,False
Propafenone HCL,Propafenone HCL ER CAP 325MG,False
Propafenone HCL,Propafenone HCL TAB 300MG,False
Propantheline Bromide,Propantheline Bromide TAB 15MG,False
Proparacaine HCL,Proparacaine HCL SOLN 0.5%,False
Propranolol HCL,Propranolol HCL TAB 60MG,False
Propranolol HCL,Propranolol HCL TAB 20MG,False
Propranolol HCL,Propranolol HCL ER CAP 80MG,False
Propranolol HCL,Propranolol HCL TAB 40MG,False
Propranolol HCL,Propranolol HCL TAB 10MG,False
Propranolol HCL,Propranolol HCL ER CAP 120MG,False
Propranolol HCL,Propranolol HCL ER CAP 60MG,False
Propranolol HCL,Propranolol HCL TAB 80MG,False
Propranolol HCL,Propranolol HCL ER CAP 160MG,False
Propranolol HCL,Propranolol HCL SOLN 40MG/5ML,False
Propranolol HCL,Propranolol HCL SOLN 20MG/5ML,False
Propranolol HCL,Propranolol HCL SOLN 1MG/ML,False
Propranolol-HCTZ,Propranolol-HCTZ TAB 40-25MG,False
Propylthiouracil,Propylthiouracil TAB 50MG,False
Proscar,Proscar TAB 5MG,False
Protonix,Protonix PACK 40MG,False
Protonix,Protonix TAB 20MG,False
Protonix,Protonix TAB 40MG,False
Protonix,Protonix SOLN 40MG,False
Protriptyline HCL,Protriptyline HCL TAB 5MG,False
Protriptyline HCL,Protriptyline HCL TAB 10MG,False
Proventil HFA,Proventil HFA AERO 108 (90 Base)MCG,False
Provera,Provera TAB 5MG,False
Provera,Provera TAB 10MG,False
Provigil,Provigil TAB 100MG,False
Prozac,Prozac CAP 10MG,False
Prozac,Prozac CAP 20MG,False
Prozac,Prozac CAP 40MG,False
Prucalopride Succinate,Prucalopride Succinate TAB 2MG,False
Prucalopride Succinate,Prucalopride Succinate TAB 1MG,False
Pseudoeph-Bromphen-DM,Pseudoeph-Bromphen-DM SYRP 30-2-10MG/5ML,False
Psorcon,Psorcon CREAM 0.05%,False
Pulmicort,Pulmicort INJ 1MG/2ML,False
Pulmicort,Pulmicort INJ 0.25MG/2ML,False
Pulmicort,Pulmicort INJ 0.5MG/2ML,False
Pulmicort Flexhaler,Pulmicort Flexhaler AERO 180MCG,False
Pulmicort Flexhaler,Pulmicort Flexhaler AERO 90MCG,False
Pulmozyme,Pulmozyme SOLN 1MG/ML,False
Pylera,Pylera CAP 140-125-125MG,False
Pyrazinamide,Pyrazinamide TAB 500MG,False
Pyridostigmine Bromide,Pyridostigmine Bromide TAB 60MG,False
Pyridostigmine Bromide,Pyridostigmine Bromide TAB 30MG,False
Pyridostigmine Bromide,Pyridostigmine Bromide ER TAB 180MG,False
Pyridostigmine Bromide,Pyridostigmine Bromide SOLN 60MG/5ML,False
Pyrimethamine,Pyrimethamine TAB 25MG,False
Qbrelis,Qbrelis SOLN 1MG/ML,False
Qelbree,Qelbree CAP 200MG,False
Qnasl,Qnasl AERO 80MCG,False
Qsymia,Qsymia CAP 15-92MG,False
Qsymia,Qsymia CAP 3.75-23MG,False
Qtern,Qtern TAB 10-5MG,False
Qualaquin,Qualaquin CAP 324MG,False
Quartette,Quartette TAB 42-21-21-7DAYS,False
Qudexy XR,Qudexy XR CAP 50MG,False
Qudexy XR,Qudexy XR CAP 25MG,False
Questran,Questran PACK 4GM,False
Questran,Questran POWD 4GM/DOSE,False
Questran Light,Questran Light POWD 4GM/DOSE,False
Quetiapine Fumarate,Quetiapine Fumarate TAB 25MG,False
Quetiapine Fumarate,Quetiapine Fumarate TAB 300MG,False
Quetiapine Fumarate,Quetiapine Fumarate TAB 50MG,False
Quetiapine Fumarate,Quetiapine Fumarate TAB 200MG,False
Quetiapine Fumarate,Quetiapine Fumarate TAB 100MG,False
Quetiapine Fumarate,Quetiapine Fumarate ER TAB 150MG,False
Quetiapine Fumarate,Quetiapine Fumarate ER TAB 300MG,False
Quetiapine Fumarate,Quetiapine Fumarate TAB 400MG,False
Quetiapine Fumarate,Quetiapine Fumarate ER TAB 400MG,False
Quetiapine Fumarate,Quetiapine Fumarate ER TAB 200MG,False
Quetiapine Fumarate,Quetiapine Fumarate ER TAB 50MG,False
Quetiapine Fumarate,Quetiapine Fumarate TAB 150MG,False
Quinapril HCL,Quinapril HCL TAB 10MG,False
Quinapril HCL,Quinapril HCL TAB 5MG,False
Quinapril HCL,Quinapril HCL TAB 40MG,False
Quinapril HCL,Quinapril HCL TAB 20MG,False
Quinapril-Hydrochlorothiazide,Quinapril-Hydrochlorothiazide TAB 20-12.5MG,False
Quinapril-Hydrochlorothiazide,Quinapril-Hydrochlorothiazide TAB 20-25MG,False
Quinidine Gluconate,Quinidine Gluconate ER TAB 324MG,False
Quinidine Sulfate,Quinidine Sulfate TAB 200MG,False
Quinidine Sulfate,Quinidine Sulfate TAB 300MG,False
Quinine Sulfate,Quinine Sulfate CAP 324MG,False
Qulipta,Qulipta TAB 60MG,False
Qulipta,Qulipta TAB 30MG,False
Qulipta,Qulipta TAB 10MG,False
Quviviq,Quviviq TAB 25MG,False
Quviviq,Quviviq TAB 50MG,False
Qvar,Qvar AERO 80MCG,False
Qvar,Qvar AERO 40MCG,False
Qvar Redihaler,Qvar Redihaler AERO 40MCG,False
Qvar Redihaler,Qvar Redihaler AERO 80MCG,False
Rabavert,Rabavert SUSP,False
Rabeprazole Sodium,Rabeprazole Sodium TAB 20MG,False
Radicava,Radicava SOLN 30MG/100ML,False
Radicava Ors,Radicava Ors INJ 105MG/5ML,False
Raloxifene HCL,Raloxifene HCL TAB 60MG,False
Ramelteon,Ramelteon TAB 8MG,False
Ramipril,Ramipril CAP 10MG,False
Ramipril,Ramipril CAP 2.5MG,False
Ramipril,Ramipril CAP 1.25MG,False
Ramipril,Ramipril CAP 5MG,False
Ranexa,Ranexa TAB 1000MG,False
Ranexa,Ranexa TAB 500MG,False
Ranitidine HCL,Ranitidine HCL TAB 150MG,False
Ranitidine HCL,Ranitidine HCL TAB 300MG,False
Ranitidine HCL,Ranitidine HCL CAP 150MG,False
Ranolazine,Ranolazine ER TAB 500MG,False
Ranolazine,Ranolazine ER TAB 1000MG,False
Rapaflo,Rapaflo CAP 8MG,False
Rapamune,Rapamune TAB 2MG,False
Rasagiline Mesylate,Rasagiline Mesylate TAB 1MG,False
Rasagiline Mesylate,Rasagiline Mesylate TAB 0.5MG,False
Rasuvo,Rasuvo SOLN AUTO-INJ 25MG/0.5ML,False
Rasuvo,Rasuvo SOLN AUTO-INJ 20MG/0.4ML,False
Rasuvo,Rasuvo SOLN AUTO-INJ 30MG/0.6ML,False
Rasuvo,Rasuvo SOLN AUTO-INJ 10MG/0.2ML,False
Rayaldee,Rayaldee CAP 30MCG,False
Razadyne,Razadyne TAB 12MG,False
Razadyne,Razadyne ER CAP 24MG,False
Rebetol,Rebetol SOLN 40MG/ML,False
Rebif,Rebif INJ 44MCG/0.5ML,False
Rebif Rebidose,Rebif Rebidose SOLN AUTO-INJ 44MCG/0.5ML,False
Reclast,Reclast SOLN 5MG/100ML,False
Recorlev,Recorlev TAB 150MG,False
Rectiv,Rectiv OINT 0.4%,False
Reglan,Reglan TAB 10MG,False
Reglan,Reglan TAB 5MG,False
Regranex,Regranex GEL 0.01%,False
Relafen DS,Relafen DS TAB 1000MG,False
Relistor,Relistor TAB 150MG,False
Relistor,Relistor SOLN 12MG/0.6ML,False
Relistor,Relistor SOLN 8MG/0.4ML,False
Relpax,Relpax TAB 40MG,False
Relpax,Relpax TAB 20MG,False
Remeron,Remeron TAB 15MG,False
Remeron,Remeron TAB 30MG,False
Remeron,Remeron TAB 45MG,False
Remeron Soltab,Remeron Soltab TAB 30MG ODT,False
Remeron Soltab,Remeron Soltab TAB 45MG ODT,False
Remodulin,Remodulin SOLN 10MG/ML,False
Renagel,Renagel TAB 400MG,False
Renflexis,Renflexis SOLN 100MG,False
Renvela,Renvela TAB 800MG,False
Renvela,Renvela PACK 0.8GM,False
Repaglinide,Repaglinide TAB 0.5MG,False
Repaglinide,Repaglinide TAB 1MG,False
Repaglinide,Repaglinide TAB 2MG,False
Repatha Pushtronex System,Repatha Pushtronex System INJ 420MG/3.5ML,False
Repatha Sureclick,Repatha Sureclick SOLN AUTO-INJ 140MG/ML,False
Requip,Requip TAB 0.25MG,False
Requip,Requip TAB 1MG,False
Requip,Requip TAB 2MG,False
Requip,Requip TAB 0.5MG,False
Requip,Requip TAB 3MG,False
Requip,Requip TAB 4MG,False
Requip XL,Requip XL TAB 6MG,False
Requip XL,Requip XL TAB 2MG,False
Requip XL,Requip XL TAB 4MG,False
Restasis,Restasis EMUL 0.05%,False
Restasis,Restasis MultiDose EMUL 0.05%,False
Restoril,Restoril CAP 30MG,False
Restoril,Restoril CAP 15MG,False
Restoril,Restoril CAP 7.5MG,False
Retacrit,Retacrit SOLN 3000UNIT/ML,False
Retacrit,Retacrit SOLN 10000UNIT/ML,False
Retacrit,Retacrit SOLN 2000UNIT/ML,False
Retin-A,Retin-A CREAM 0.05%,False
Retin-A,Retin-A CREAM 0.1%,False
Retin-A,Retin-A GEL 0.025%,False
Retin-A Micro,Retin-A Micro GEL 0.04%,False
Retrovir,Retrovir SOLN 10MG/ML,False
Rexulti,Rexulti TAB 0.5MG,False
Rexulti,Rexulti TAB 2MG,False
Rexulti,Rexulti TAB 0.25MG,False
Rexulti,Rexulti TAB 1MG,False
Rexulti,Rexulti TAB 3MG,False
Rexulti,Rexulti TAB 4MG,False
Reyvow,Reyvow TAB 100MG,False
Rezdiffra,Rezdiffra TAB 80MG,False
Rezdiffra,Rezdiffra TAB 60MG,False
Rezdiffra,Rezdiffra TAB 100MG,False
Rezurock,Rezurock TAB 200MG,False
Rezvoglar Kwikpen,Rezvoglar Kwikpen INJ 100UNIT/ML,False
Rhopressa,Rhopressa SOLN 0.02%,False
Ribavirin,Ribavirin CAP 200MG,False
Ribavirin,Ribavirin TAB 200MG,False
Rifabutin,Rifabutin CAP 150MG,False
Rifadin,Rifadin CAP 300MG,False
Rifampin,Rifampin CAP 300MG,False
Rifampin,Rifampin CAP 150MG,False
Rifampin,Rifampin SOLN 600MG,False
Riluzole,Riluzole TAB 50MG,False
Risedronate Sodium,Risedronate Sodium TAB 35MG,False
Risedronate Sodium,Risedronate Sodium TAB 150MG,False
Risedronate Sodium,Risedronate Sodium TAB 5MG,False
Risedronate Sodium,Risedronate Sodium DR TAB 35MG,False
Risedronate Sodium,Risedronate Sodium TAB 30MG,False
Risperdal,Risperdal SOLN 1MG/ML,False
Risperdal,Risperdal TAB 1MG,False
Risperdal,Risperdal TAB 4MG,False
Risperdal,Risperdal TAB 0.25MG,False
Risperdal,Risperdal TAB 2MG,False
Risperdal,Risperdal TAB 0.5MG,False
Risperdal,Risperdal TAB 3MG,False
Risperidone,Risperidone TAB 4MG,False
Risperidone,Risperidone TAB 2MG,False
Risperidone,Risperidone TAB 0.5MG,False
Risperidone,Risperidone TAB 1MG,False
Risperidone,Risperidone TAB 3MG,False
Risperidone,Risperidone SOLN 1MG/ML,False
Risperidone,Risperidone TAB 0.25MG,False
Risperidone,Risperidone TAB 3MG ODT,False
Risperidone,Risperidone TAB 2MG ODT,False
Risperidone,Risperidone TAB 0.25MG ODT,False
Risperidone,Risperidone TAB 0.5MG ODT,False
Risperidone,Risperidone TAB 1MG ODT,False
Risperidone,Risperidone TAB 4MG ODT,False
Risperidone Microspheres,Risperidone Microspheres ER INJ 50MG,False
Risperidone Microspheres,Risperidone Microspheres ER INJ 25MG,False
